eq,cry,deff,wd,avg,pos,avg_is,pos_is,avg_oos,pos_oos
0.52,0.34,0.19,0.04,0.016251210025509874,0.7204301075268817,0.016743863455726114,0.7291666666666666,0.01572571303327922,0.7111111111111111
0.52,0.34,0.19,0.08,0.016741083999339813,0.7096774193548387,0.017520082664480723,0.7083333333333334,0.01591015208985617,0.7111111111111111
0.52,0.34,0.19,0.12,0.01718255442482141,0.6881720430107527,0.018215942323804232,0.6875,0.016080273999239728,0.6888888888888889
0.56,0.22,0.1,0.0,0.0154452550286495,0.7204301075268817,0.015616784009396006,0.7083333333333334,0.01526229078251989,0.7333333333333333
0.56,0.22,0.1,0.04,0.01588528890994553,0.7204301075268817,0.01620100901164671,0.7083333333333334,0.01554852080146427,0.7333333333333333
0.56,0.22,0.1,0.08,0.016491932297082266,0.7096774193548387,0.017137662917069803,0.7083333333333334,0.01580315296909556,0.7111111111111111
0.56,0.22,0.1,0.12,0.017002137372666135,0.6881720430107527,0.017924466708889187,0.7083333333333334,0.016018319414028218,0.6666666666666666
0.56,0.22,0.13,0.0,0.015228003787832232,0.7311827956989247,0.015335439669966483,0.7083333333333334,0.015113405513555701,0.7555555555555555
0.56,0.22,0.13,0.04,0.015621190744732467,0.7311827956989247,0.01583501516601953,0.7083333333333334,0.015393111362026264,0.7555555555555555
0.56,0.22,0.13,0.08,0.016203132254998677,0.7311827956989247,0.016734875269631386,0.7083333333333334,0.01563593970605712,0.7555555555555555
0.56,0.22,0.13,0.12,0.016679418279834584,0.7204301075268817,0.01748284073901361,0.7083333333333334,0.01582243432337696,0.7333333333333333
